start time,finish time,time diff,file size,transmitted,block size,transfer speed (b/s),write to file,transfer complete
1693336524.813575,1693336524.8738804,0.06030535697937012,6000,6000,1024,99493,True,True
1693336524.9514267,1693336524.9660432,0.01461648941040039,6000,6000,2048,410495,True,True
1693336524.995934,1693336525.1266036,0.13066959381103516,7000,7000,512,53570,False,True
1693336525.161951,1693336525.2518413,0.0898902416229248,7000,7000,1024,77872,False,True
1693336525.2915585,1693336525.3618894,0.07033085823059082,7000,7000,2048,99529,False,True
1693336525.4181454,1693336525.4975624,0.07941699028015137,7000,7000,512,88142,True,True
1693336525.5470371,1693336525.6202931,0.07325601577758789,7000,7000,1024,95555,True,True
1693336525.6821847,1693336525.7171319,0.03494715690612793,7000,7000,2048,200302,True,True
1693336525.7447453,1693336525.9220345,0.17728924751281738,8000,8000,512,45123,False,True
1693336525.9755707,1693336526.0627072,0.08713650703430176,8000,8000,1024,91809,False,True
1693336526.1068237,1693336526.1531641,0.0463404655456543,8000,8000,2048,172635,False,True
1693336526.192274,1693336526.3351414,0.1428673267364502,8000,8000,512,55996,True,True
1693336526.3647754,1693336526.493114,0.12833857536315918,8000,8000,1024,62335,True,True
1693336526.5205343,1693336526.6711352,0.15060091018676758,8000,8000,2048,53120,True,True
1693336526.7547505,1693336526.8721154,0.11736488342285156,9000,9000,512,76683,False,True
1693336526.899047,1693336527.0188367,0.11978983879089355,9000,9000,1024,75131,False,True
1693336527.048676,1693336527.163601,0.11492490768432617,9000,9000,2048,78312,False,True
1693336527.2033446,1693336527.3746252,0.1712806224822998,9000,9000,512,52545,True,True
1693336527.43267,1693336527.533276,0.10060596466064453,9000,9000,1024,89457,True,True
1693336527.5622563,1693336527.6666055,0.10434913635253906,9000,9000,2048,86248,True,True
1693336527.6973639,1693336527.8685365,0.1711726188659668,10000,10000,512,58420,False,True
1693336527.9264112,1693336528.0653255,0.1389143466949463,10000,10000,1024,71986,False,True
1693336528.103927,1693336528.23767,0.1337430477142334,10000,10000,2048,74770,False,True
1693336528.2667477,1693336528.4336689,0.16692113876342773,10000,10000,512,59908,True,True
1693336528.4954023,1693336528.586591,0.09118866920471191,10000,10000,1024,109662,True,True
1693336528.6222596,1693336528.7171435,0.09488391876220703,10000,10000,2048,105391,True,True
1693336528.7507348,1693336528.9418318,0.19109702110290527,11000,11000,512,57562,False,True
1693336528.9760883,1693336529.1049066,0.12881827354431152,11000,11000,1024,85391,False,True
1693336529.131514,1693336529.2862694,0.1547553539276123,11000,11000,2048,71079,False,True
1693336529.3576272,1693336529.525238,0.16761088371276855,11000,11000,512,65628,True,True
1693336529.5849035,1693336529.712922,0.12801861763000488,11000,11000,1024,85925,True,True
1693336529.7487378,1693336529.8768044,0.1280665397644043,11000,11000,2048,85892,True,True
1693336529.9064598,1693336530.1111999,0.20474004745483398,12000,12000,512,58610,False,True
1693336530.14112,1693336530.3128924,0.17177248001098633,12000,12000,1024,69859,False,True
1693336530.376685,1693336530.4637911,0.08710622787475586,12000,12000,2048,137762,False,True
1693336530.5049338,1693336530.6899908,0.1850569248199463,12000,12000,512,64844,True,True
1693336530.735324,1693336530.8804536,0.14512968063354492,12000,12000,1024,82684,True,True
1693336530.9120724,1693336531.095638,0.18356561660766602,12000,12000,2048,65371,True,True
1693336531.1424398,1693336531.3553224,0.21288251876831055,13000,13000,512,61066,False,True
1693336531.3830512,1693336531.5650272,0.1819760799407959,13000,13000,1024,71437,False,True
1693336531.6136863,1693336531.7672994,0.15361309051513672,13000,13000,2048,84628,False,True
1693336531.8405192,1693336532.0172029,0.17668366432189941,13000,13000,512,73577,True,True
1693336532.0742562,1693336532.225045,0.1507887840270996,13000,13000,1024,86213,True,True
1693336532.3015728,1693336532.40622,0.10464715957641602,13000,13000,2048,124226,True,True
1693336532.4391882,1693336532.7939553,0.3547670841217041,14000,14000,512,39462,False,True
1693336532.8667808,1693336533.0750725,0.20829176902770996,14000,14000,1024,67213,False,True
1693336533.1015334,1693336533.3064535,0.20492005348205566,14000,14000,2048,68319,False,True
1693336533.3463285,1693336533.6754384,0.32910990715026855,14000,14000,512,42538,True,True
1693336533.7027452,1693336533.9431934,0.2404482364654541,14000,14000,1024,58224,True,True
1693336533.9789655,1693336534.1708393,0.19187378883361816,14000,14000,2048,72964,True,True
1693336534.2130935,1693336534.5361412,0.3230476379394531,15000,15000,512,46432,False,True
1693336534.564206,1693336534.832564,0.2683582305908203,15000,15000,1024,55895,False,True
1693336534.8904707,1693336535.1348708,0.2444000244140625,15000,15000,2048,61374,False,True
1693336535.1641328,1693336535.515508,0.35137510299682617,15000,15000,512,42689,True,True
1693336535.5923715,1693336535.8027868,0.21041536331176758,15000,15000,1024,71287,True,True
1693336535.8375037,1693336536.1026816,0.26517796516418457,15000,15000,2048,56565,True,True
1693336536.1685755,1693336536.5144947,0.345919132232666,16000,16000,512,46253,False,True
1693336536.547501,1693336536.831188,0.28368687629699707,16000,16000,1024,56400,False,True
1693336536.8769982,1693336537.200278,0.32327985763549805,16000,16000,2048,49492,False,True
1693336537.2327657,1693336537.5655599,0.332794189453125,16000,16000,512,48077,True,True
1693336537.5987031,1693336537.9016771,0.30297398567199707,16000,16000,1024,52809,True,True
1693336537.9372222,1693336538.299171,0.36194872856140137,16000,16000,2048,44205,True,True
1693336538.3698363,1693336538.7037783,0.3339419364929199,17000,17000,512,50907,False,True
1693336538.739165,1693336539.0527587,0.31359362602233887,17000,17000,1024,54210,False,True
1693336539.0769446,1693336539.36282,0.2858753204345703,17000,17000,2048,59466,False,True
1693336539.409312,1693336539.8164847,0.40717267990112305,17000,17000,512,41751,True,True
1693336539.8442433,1693336540.1231537,0.27891039848327637,17000,17000,1024,60951,True,True
1693336540.1777084,1693336540.4324298,0.25472140312194824,17000,17000,2048,66739,True,True
1693336540.5073774,1693336540.9641867,0.45680928230285645,18000,18000,512,39403,False,True
1693336541.0383976,1693336541.3025923,0.2641947269439697,18000,18000,1024,68131,False,True
1693336541.3673835,1693336541.6335883,0.266204833984375,18000,18000,2048,67617,False,True
1693336541.6976612,1693336542.135842,0.43818092346191406,18000,18000,512,41078,True,True
1693336542.1690946,1693336542.473242,0.30414748191833496,18000,18000,1024,59181,True,True
1693336542.5108683,1693336542.7849252,0.27405691146850586,18000,18000,2048,65679,True,True
1693336542.8448446,1693336543.3200943,0.4752497673034668,19000,19000,512,39978,False,True
1693336543.3763971,1693336543.6515226,0.27512550354003906,19000,19000,1024,69059,False,True
1693336543.7071478,1693336543.9795108,0.27236294746398926,19000,19000,2048,69759,False,True
1693336544.0331554,1693336544.5492141,0.5160586833953857,19000,19000,512,36817,True,True
1693336544.5764124,1693336544.9212277,0.3448152542114258,19000,19000,1024,55101,True,True
1693336544.9656365,1693336545.27673,0.3110935688018799,19000,19000,2048,61074,True,True
1693336545.3108008,1693336545.8359654,0.5251646041870117,20000,20000,512,38083,False,True
1693336545.870195,1693336546.2278435,0.3576486110687256,20000,20000,1024,55920,False,True
1693336546.3067834,1693336546.5345244,0.22774100303649902,20000,20000,2048,87819,False,True
1693336546.5742671,1693336547.0723555,0.49808835983276367,20000,20000,512,40153,True,True
1693336547.1070707,1693336547.4382226,0.33115196228027344,20000,20000,1024,60395,True,True
1693336547.4679925,1693336547.8124294,0.3444368839263916,20000,20000,2048,58065,True,True
1693336547.8450792,1693336548.4234347,0.5783555507659912,21000,21000,512,36309,False,True
1693336548.4748852,1693336548.833243,0.35835766792297363,21000,21000,1024,58600,False,True
1693336548.9030204,1693336549.1940203,0.2909998893737793,21000,21000,2048,72164,False,True
1693336549.2316918,1693336549.782248,0.5505561828613281,21000,21000,512,38143,True,True
1693336549.8118114,1693336550.1907103,0.37889885902404785,21000,21000,1024,55423,True,True
1693336550.2390242,1693336550.5704598,0.3314356803894043,21000,21000,2048,63360,True,True
1693336550.597447,1693336551.1982048,0.6007578372955322,22000,22000,512,36620,False,True
1693336551.2304347,1693336551.6241148,0.3936800956726074,22000,22000,1024,55882,False,True
1693336551.6526847,1693336552.026814,0.3741292953491211,22000,22000,2048,58803,False,True
1693336552.0817902,1693336552.5763187,0.49452853202819824,22000,22000,512,44486,True,True
1693336552.6101518,1693336552.9876714,0.3775196075439453,22000,22000,1024,58275,True,True
1693336553.0375116,1693336553.4008214,0.3633098602294922,22000,22000,2048,60554,True,True
1693336553.4646766,1693336553.9878414,0.5231647491455078,23000,23000,512,43963,False,True
1693336554.0165515,1693336554.4104037,0.39385223388671875,23000,23000,1024,58397,False,True
1693336554.4466887,1693336554.799078,0.3523893356323242,23000,23000,2048,65268,False,True
1693336554.8736615,1693336555.3849683,0.5113067626953125,23000,23000,512,44982,True,True
1693336555.4234655,1693336555.792881,0.3694155216217041,23000,23000,1024,62260,True,True
1693336555.8561935,1693336556.222541,0.3663475513458252,23000,23000,2048,62781,True,True
1693336556.2874343,1693336556.8365467,0.5491123199462891,24000,24000,512,43706,False,True
1693336556.872523,1693336557.322086,0.44956302642822266,24000,24000,1024,53385,False,True
1693336557.3553195,1693336557.7568893,0.40156984329223633,24000,24000,2048,59765,False,True
1693336557.7860208,1693336558.3700528,0.5840320587158203,24000,24000,512,41093,True,True
1693336558.4200077,1693336558.8173144,0.3973066806793213,24000,24000,1024,60406,True,True
1693336558.8512316,1693336559.245577,0.3943455219268799,24000,24000,2048,60860,True,True
1693336559.284602,1693336559.923785,0.6391830444335938,25000,25000,512,39112,False,True
1693336559.9515824,1693336560.3926687,0.4410862922668457,25000,25000,1024,56678,False,True
1693336560.4214144,1693336560.8290236,0.407609224319458,25000,25000,2048,61333,False,True
1693336560.86077,1693336561.5054202,0.6446502208709717,25000,25000,512,38780,True,True
1693336561.548733,1693336561.9755409,0.42680788040161133,25000,25000,1024,58574,True,True
1693336562.0019608,1693336562.4327302,0.4307694435119629,25000,25000,2048,58035,True,True
1693336562.4727218,1693336563.1849892,0.7122673988342285,26000,26000,512,36503,False,True
1693336563.2151775,1693336563.8834848,0.6683073043823242,26000,26000,1024,38904,False,True
1693336563.9472353,1693336564.3698618,0.4226264953613281,26000,26000,2048,61520,False,True
1693336564.4210567,1693336565.2186854,0.79762864112854,26000,26000,512,32596,True,True
1693336565.2590222,1693336565.703904,0.4448816776275635,26000,26000,1024,58442,True,True
1693336565.7360265,1693336566.1809175,0.44489097595214844,26000,26000,2048,58441,True,True
1693336566.213903,1693336566.9281092,0.7142062187194824,27000,27000,512,37804,False,True
1693336566.955728,1693336567.4264035,0.4706754684448242,27000,27000,1024,57364,False,True
1693336567.4887445,1693336567.8989174,0.4101729393005371,27000,27000,2048,65825,False,True
1693336567.931599,1693336568.556824,0.6252250671386719,27000,27000,512,43184,True,True
1693336568.588668,1693336569.0401387,0.45147061347961426,27000,27000,1024,59804,True,True
1693336569.1214786,1693336569.5356188,0.4141402244567871,27000,27000,2048,65195,True,True
1693336569.5641944,1693336570.2953122,0.7311177253723145,28000,28000,512,38297,False,True
1693336570.3262072,1693336570.8059592,0.4797520637512207,28000,28000,1024,58363,False,True
1693336570.851735,1693336571.2857754,0.4340403079986572,28000,28000,2048,64510,False,True
1693336571.316604,1693336572.0404677,0.7238638401031494,28000,28000,512,38681,True,True
1693336572.0747614,1693336572.5432918,0.46853041648864746,28000,28000,1024,59761,True,True
1693336572.6022592,1693336573.0357618,0.4335026741027832,28000,28000,2048,64590,True,True
1693336573.0779233,1693336573.9016447,0.8237214088439941,29000,29000,512,35206,False,True
1693336573.9281712,1693336574.4445407,0.5163695812225342,29000,29000,1024,56161,False,True
1693336574.4699824,1693336574.9552276,0.4852452278137207,29000,29000,2048,59763,False,True
1693336574.999022,1693336575.7560275,0.7570054531097412,29000,29000,512,38308,True,True
1693336575.8315167,1693336576.3714917,0.5399749279022217,29000,29000,1024,53706,True,True
1693336576.4001803,1693336577.1605418,0.7603614330291748,29000,29000,2048,38139,True,True
1693336577.2315052,1693336577.7519925,0.5204873085021973,30000,30000,512,57638,False,True
1693336577.7792482,1693336578.3218253,0.5425770282745361,30000,30000,1024,55291,False,True
1693336578.3520432,1693336578.8389544,0.4869112968444824,30000,30000,2048,61612,False,True
1693336578.8817587,1693336579.6380217,0.756263017654419,30000,30000,512,39668,True,True
1693336579.7151463,1693336580.2390633,0.5239169597625732,30000,30000,1024,57260,True,True
1693336580.2668004,1693336580.7756507,0.5088503360748291,30000,30000,2048,58956,True,True
1693336580.8133876,1693336581.5693088,0.7559211254119873,31000,31000,512,41009,False,True
1693336581.644316,1693336582.1100154,0.4656994342803955,31000,31000,1024,66566,False,True
1693336582.1804676,1693336582.6385505,0.458082914352417,31000,31000,2048,67673,False,True
1693336582.7114258,1693336583.4306464,0.7192206382751465,31000,31000,512,43102,True,True
1693336583.4713304,1693336584.0315363,0.5602059364318848,31000,31000,1024,55336,True,True
1693336584.1026754,1693336584.5833116,0.4806361198425293,31000,31000,2048,64497,True,True
1693336584.638651,1693336585.409613,0.7709619998931885,32000,32000,512,41506,False,True
1693336585.4734256,1693336586.042812,0.5693864822387695,32000,32000,1024,56200,False,True
1693336586.102725,1693336586.588376,0.48565101623535156,32000,32000,2048,65890,False,True
1693336586.6324117,1693336587.4216173,0.7892055511474609,32000,32000,512,40547,True,True
1693336587.468676,1693336588.0329137,0.5642375946044922,32000,32000,1024,56713,True,True
1693336588.1051025,1693336588.5867832,0.48168063163757324,32000,32000,2048,66434,True,True
1693336588.638917,1693336589.416102,0.7771849632263184,33000,33000,512,42460,False,True
1693336589.4710257,1693336590.0064492,0.5354235172271729,33000,33000,1024,61633,False,True
1693336590.0356114,1693336590.6025527,0.5669412612915039,33000,33000,2048,58207,False,True
1693336590.6640115,1693336591.4366117,0.7726001739501953,33000,33000,512,42712,True,True
1693336591.5010805,1693336592.0157955,0.5147149562835693,33000,33000,1024,64113,True,True
1693336592.045537,1693336592.6173484,0.5718114376068115,33000,33000,2048,57711,True,True
1693336592.6774166,1693336593.4859502,0.8085336685180664,34000,34000,512,42051,False,True
1693336593.5117972,1693336594.1177387,0.6059415340423584,34000,34000,1024,56111,False,True
1693336594.1517816,1693336594.685989,0.5342073440551758,34000,34000,2048,63645,False,True
1693336594.7179205,1693336595.5561638,0.8382432460784912,34000,34000,512,40561,True,True
1693336595.5852616,1693336596.2244985,0.6392369270324707,34000,34000,1024,53188,True,True
1693336596.2557812,1693336596.8276157,0.5718345642089844,34000,34000,2048,59457,True,True
1693336596.8845048,1693336597.7261684,0.8416635990142822,35000,35000,512,41584,False,True
1693336597.758675,1693336598.3843377,0.6256625652313232,35000,35000,1024,55940,False,True
1693336598.4106073,1693336599.0056875,0.5950801372528076,35000,35000,2048,58815,False,True
1693336599.0410006,1693336599.9439063,0.9029057025909424,35000,35000,512,38763,True,True
1693336599.9806135,1693336600.585254,0.6046404838562012,35000,35000,1024,57885,True,True
1693336600.6190605,1693336601.30136,0.6822993755340576,35000,35000,2048,51297,True,True
1693336601.3546028,1693336602.2695425,0.9149396419525146,36000,36000,512,39346,False,True
1693336602.3014483,1693336602.912191,0.6107425689697266,36000,36000,1024,58944,False,True
1693336602.942409,1693336603.598895,0.6564860343933105,36000,36000,2048,54837,False,True
1693336603.67244,1693336604.51974,0.8473000526428223,36000,36000,512,42487,True,True
1693336604.5471642,1693336605.2721207,0.7249565124511719,36000,36000,1024,49658,True,True
1693336605.3059094,1693336605.9662297,0.6603202819824219,36000,36000,2048,54518,True,True
1693336606.035687,1693336606.9553044,0.9196174144744873,37000,37000,512,40234,False,True
1693336606.981227,1693336607.7426183,0.7613914012908936,37000,37000,1024,48595,False,True
1693336607.8147357,1693336608.4076755,0.5929398536682129,37000,37000,2048,62400,False,True
1693336608.4466825,1693336609.3335328,0.8868503570556641,37000,37000,512,41720,True,True
1693336609.3832328,1693336610.090226,0.7069931030273438,37000,37000,1024,52334,True,True
1693336610.1233423,1693336610.7284992,0.6051568984985352,37000,37000,2048,61141,True,True
1693336610.7659628,1693336611.6932092,0.9272463321685791,38000,38000,512,40981,False,True
1693336611.735184,1693336612.3842092,0.6490252017974854,38000,38000,1024,58549,False,True
1693336612.4149437,1693336613.0499234,0.6349797248840332,38000,38000,2048,59844,False,True
1693336613.0810606,1693336614.0692797,0.9882190227508545,38000,38000,512,38453,True,True
1693336614.1135194,1693336614.903362,0.7898426055908203,38000,38000,1024,48110,True,True
1693336614.9446483,1693336615.5529683,0.6083199977874756,38000,38000,2048,62467,True,True
1693336615.5888135,1693336616.5262873,0.9374737739562988,39000,39000,512,41601,False,True
1693336616.5561178,1693336617.2336164,0.6774985790252686,39000,39000,1024,57564,False,True
1693336617.286776,1693336617.9695272,0.6827511787414551,39000,39000,2048,57121,False,True
1693336618.0183372,1693336618.9193122,0.9009749889373779,39000,39000,512,43286,True,True
1693336618.9494581,1693336619.6234124,0.6739542484283447,39000,39000,1024,57867,True,True
1693336619.6808074,1693336620.3118267,0.6310193538665771,39000,39000,2048,61804,True,True
1693336620.3379638,1693336621.3254054,0.9874415397644043,40000,40000,512,40508,False,True
1693336621.379251,1693336622.0762913,0.697040319442749,40000,40000,1024,57385,False,True
1693336622.1099467,1693336622.7736943,0.6637475490570068,40000,40000,2048,60263,False,True
1693336622.8381474,1693336623.8167505,0.9786031246185303,40000,40000,512,40874,True,True
1693336623.8717353,1693336624.7281413,0.8564059734344482,40000,40000,1024,46706,True,True
1693336624.8078284,1693336625.47085,0.6630215644836426,40000,40000,2048,60329,True,True
1693336625.5387425,1693336626.7606032,1.221860647201538,41000,41000,512,33555,False,True
1693336626.7875755,1693336627.5434432,0.7558677196502686,41000,41000,1024,54242,False,True
1693336627.617381,1693336628.3164964,0.6991152763366699,41000,41000,2048,58645,False,True
1693336628.3493836,1693336629.3616052,1.0122215747833252,41000,41000,512,40504,True,True
1693336629.3957071,1693336630.1443925,0.748685359954834,41000,41000,1024,54762,True,True
1693336630.1810544,1693336630.9368496,0.7557952404022217,41000,41000,2048,54247,True,True
1693336631.008206,1693336632.0478632,1.0396573543548584,42000,42000,512,40397,False,True
1693336632.078298,1693336632.8114882,0.7331900596618652,42000,42000,1024,57283,False,True
1693336632.8364813,1693336633.5770044,0.740523099899292,42000,42000,2048,56716,False,True
1693336633.6146648,1693336634.6402402,1.0255753993988037,42000,42000,512,40952,True,True
1693336634.671634,1693336635.4282515,0.756617546081543,42000,42000,1024,55510,True,True
1693336635.5003273,1693336636.1460953,0.6457679271697998,42000,42000,2048,65038,True,True
1693336636.1891634,1693336637.2370605,1.0478971004486084,43000,43000,512,41034,False,True
1693336656.9551356,1693336656.9553335,0.00019788742065429688,1000,1000,512,5053378,False,True
1693336656.9927454,1693336656.9929502,0.0002048015594482422,1000,1000,1024,4882775,False,True
1693336657.0356126,1693336657.0357463,0.00013375282287597656,1000,1000,2048,7476477,False,True
1693336657.072291,1693336657.0727062,0.0004153251647949219,1000,1000,512,2407752,True,True
1693336657.1171055,1693336657.1177487,0.0006432533264160156,1000,1000,1024,1554597,True,True
1693336657.1571681,1693336657.1574686,0.00030040740966796875,1000,1000,2048,3328812,True,True
1693336657.2134433,1693336657.2136462,0.0002028942108154297,2000,2000,512,9857353,False,True
1693336657.2528708,1693336657.2530246,0.0001537799835205078,2000,2000,1024,13005593,False,True
1693336657.2929595,1693336657.2931223,0.0001628398895263672,2000,2000,2048,12282002,False,True
1693336657.3347123,1693336657.3350823,0.000370025634765625,2000,2000,512,5405030,True,True
1693336657.3635955,1693336657.3639605,0.0003650188446044922,2000,2000,1024,5479169,True,True
1693336657.399997,1693336657.4002528,0.00025582313537597656,2000,2000,2048,7817901,True,True
1693336657.4378834,1693336657.4383528,0.00046944618225097656,3000,3000,512,6390508,False,True
1693336657.4716408,1693336657.4718642,0.00022339820861816406,3000,3000,1024,13428934,False,True
1693336657.5203989,1693336657.522593,0.0021941661834716797,3000,3000,2048,1367261,False,True
1693336657.5538988,1693336657.6279476,0.07404875755310059,3000,3000,512,40513,True,True
1693336657.6949706,1693336657.7059786,0.011008024215698242,3000,3000,1024,272528,True,True
1693336657.7350633,1693336657.7621398,0.02707648277282715,3000,3000,2048,110797,True,True
1693336657.791415,1693336657.859188,0.06777310371398926,4000,4000,512,59020,False,True
1693336657.9242327,1693336657.9397917,0.015558958053588867,4000,4000,1024,257086,False,True
1693336657.9840386,1693336657.989561,0.005522489547729492,4000,4000,2048,724311,False,True
1693336658.0216396,1693336658.1118395,0.09019994735717773,4000,4000,512,44345,True,True
1693336658.1504729,1693336658.208658,0.05818510055541992,4000,4000,1024,68746,True,True
1693336658.2892447,1693336658.2896216,0.0003769397735595703,4000,4000,2048,10611774,True,True
1693336658.315381,1693336658.3821177,0.06673669815063477,5000,5000,512,74921,False,True
1693336658.4448776,1693336658.4742804,0.029402732849121094,5000,5000,1024,170052,False,True
1693336658.505118,1693336658.5577328,0.05261492729187012,5000,5000,2048,95030,False,True
1693336658.631696,1693336658.646549,0.01485300064086914,5000,5000,512,336632,True,True
1693336658.686088,1693336658.727922,0.04183387756347656,5000,5000,1024,119520,True,True
1693336658.7690258,1693336658.792511,0.023485183715820312,5000,5000,2048,212900,True,True
1693336658.8292744,1693336658.9107165,0.08144211769104004,6000,6000,512,73671,False,True
1693336658.960945,1693336658.9957461,0.03480124473571777,6000,6000,1024,172407,False,True
1693336659.0372357,1693336659.0820289,0.044793128967285156,6000,6000,2048,133949,False,True
1693336659.1137874,1693336659.183253,0.06946563720703125,6000,6000,512,86373,True,True
1693336659.2425346,1693336659.2931685,0.050633907318115234,6000,6000,1024,118497,True,True
1693336659.3828075,1693336659.3838184,0.001010894775390625,6000,6000,2048,5935335,True,True
1693336659.4133878,1693336659.5164804,0.10309267044067383,7000,7000,512,67900,False,True
1693336659.546283,1693336659.6256878,0.07940483093261719,7000,7000,1024,88155,False,True
